serno,qa1,qa2,qa3,qa4,qa5a,qa5b,qa5c,qa6,qa7a,qa7b,qa7c,qa7d,qa7e,qa8a,qa8b,qa8c,qa8d,qa8e,qa8f,qa8g,qa8h,qa9a,qa9b,qa9c,qa9d,qa9e,qa9f,qb2a,qb2b,qb3,qb4,qb6a,qb6b,qb6c,qb6d,qb7a,qb7b,qb7c,qb8,qc1a,qc1b,qc1c,qc1d,qc2a,qc2b,qc2c,qc2d,qc2e,qc2f,qc3,qd1,qd3,qd4,qd5a,qd5b,qd5c,qe1,qe2,qe3,qe11,qe13,qe14,qe15
3017005,2,3,15,15,1,2,5,2,3,4,3,2,4,2,2,3,3,4,2,4,1,3,5,4,4,4,5,2,4,2,3,3,3,3,4,3,4,4,3,2,2,3,3,3,4,3,3,3,3,3,1,,1,2,3,3,2,6,2,6,1,2,1
3017005,3,1,21,30,1,1,2,1,1,3,1,2,2,2,2,4,4,4,3,3,3,3,4,1,4,4,5,3,5,1,2,3,4,4,4,4,4,4,3,2,3,2,2,3,3,3,3,4,3,3,1,3,1,3,3,3,2,5,2,9,1,2,1
3017005,5,1,37,45,1,1,1,1,3,4,3,3,4,2,4,4,4,5,3,2,2,1,4,3,4,5,5,1,4,2,3,2,2,2,2,3,3,4,4,1,1,1,2,4,2,2,2,3,2,2,1,,1,2,2,2,2,6,2,11,1,2,1
3017005,3,1,35,10,1,1,2,1,2,3,2,2,2,2,2,2,4,3,4,2,2,2,2,2,2,3,4,2,3,3,2,2,5,2,3,2,5,3,3,2,1,2,2,5,5,4,3,2,5,4,1,,1,2,3,3,2,7,2,11,1,2,1
3017005,3,1,35,60,1,1,2,2,2,2,1,1,1,4,3,3,3,4,2,2,3,5,5,5,5,5,5,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,5,2,12,1,2,1
3017005,4,1,35,40,1,2,1,2,2,2,2,2,4,1,2,2,4,4,2,1,2,3,5,3,5,4,5,3,4,4,3,2,4,3,3,3,4,4,3,2,2,2,2,3,3,3,4,3,4,3,1,2,1,2,2,2,2,5,2,12,1,2,1
3017005,3,1,35,40,1,1,2,2,1,3,1,2,,1,2,3,3,3,2,2,1,3,4,4,5,5,5,3,3,3,2,2,3,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,1,1,1,2,2,3,2,6,2,12,1,2,1
3017005,5,1,35,50,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,4,3,4,3,4,1,5,4,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,7,2,12,1,2,1
3017005,5,1,33,55,1,1,1,1,2,3,1,2,4,2,2,2,3,3,2,1,3,4,5,4,5,5,5,2,4,3,2,2,1,3,2,2,3,1,1,2,2,1,1,2,2,3,2,2,2,2,1,1,1,2,1,3,2,7,2,13,1,2,1
3017005,4,1,33,33,1,1,,1,2,2,2,2,2,3,3,2,,2,5,,2,2,3,3,4,3,3,3,4,1,3,2,2,2,2,2,2,2,3,1,3,3,3,3,3,3,3,3,3,2,1,1,1,3,3,3,2,6,3,7,1,2,5
3018003,1,1,4,4,2,4,2,5,1,4,1,1,4,2,2,1,4,4,5,3,2,5,5,5,5,5,5,5,5,1,2,2,2,2,3,2,3,3,3,1,3,3,3,4,3,3,3,3,3,2,2,1,1,2,3,5,2,5,2,1,1,1,1
3018003,4,1,5,5,2,1,2,3,2,1,1,1,4,3,3,2,3,3,4,3,2,5,5,5,5,4,5,2,3,4,2,2,2,2,2,2,2,3,3,2,3,3,2,3,3,3,3,3,3,2,1,1,3,3,2,4,1,7,2,1,1,1,1
3018003,1,1,4,4,2,4,2,3,2,2,2,2,4,2,2,3,2,2,3,2,2,5,5,5,5,5,5,4,4,1,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,,4,,,,2,7,2,1,1,1,1
3018003,4,2,9,10,2,4,2,4,1,1,2,2,1,3,2,2,4,4,2,2,2,5,5,5,5,5,5,4,4,1,3,4,3,3,4,4,4,4,3,4,2,1,1,1,2,1,2,2,1,1,3,1,,,,,1,3,1,2,1,1,1
3018003,5,1,5,5,2,3,4,2,2,2,2,2,4,2,2,3,2,3,2,4,2,5,5,4,3,5,5,4,4,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,,,,,,2,6,2,2,1,1,1
3018003,4,1,36,37,2,1,4,3,1,1,1,1,1,2,2,3,3,3,4,4,2,3,4,4,4,4,4,3,3,1,2,2,1,3,1,2,2,3,2,1,2,3,3,3,1,2,1,2,2,1,2,1,1,3,2,3,2,7,2,8,1,1,1
3018003,1,1,32,32,3,3,4,4,1,1,1,1,1,2,2,2,3,2,1,4,2,4,5,5,5,3,4,4,4,4,2,1,2,2,2,1,2,2,2,2,2,3,3,3,2,2,1,3,2,1,1,3,1,3,3,3,2,5,2,11,1,1,1
3018003,1,1,4,4,3,3,4,2,2,2,2,2,4,3,2,2,2,3,2,3,2,4,5,4,4,5,5,3,4,1,2,3,3,,,,,4,3,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,7,1,1,1,2,1
3018003,4,1,5,5,2,3,4,3,2,2,2,3,4,1,2,3,3,3,4,4,1,3,5,5,5,5,5,4,4,1,3,2,3,2,3,,,,3,2,3,2,2,,2,2,2,,2,2,3,,,,,,2,5,2,2,1,2,1
3018003,4,1,5,5,3,3,4,2,2,2,2,2,4,3,2,2,4,4,4,4,2,4,5,4,4,5,5,5,5,1,1,5,3,,,5,,5,3,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,2,1,7,2,1,3,2,1
3018003,5,2,,,4,4,4,5,3,4,4,3,4,1,4,4,4,4,3,4,3,5,5,5,5,5,5,3,3,1,1,3,3,4,3,4,4,4,4,4,4,1,3,3,3,3,3,4,4,3,3,3,,,,,1,9,2,3,1,2,4
3019002,5,1,42,0,2,1,1,4,3,1,1,3,1,4,4,4,2,4,4,1,4,3,3,5,4,5,5,4,4,5,2,3,3,3,3,4,4,4,4,2,4,4,2,4,4,4,4,4,4,4,1,2,1,2,4,4,1,8,2,,,,
3019002,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,4,4,4,5,5,5,5,3,5,5,5,4,5,5,5,3,5,5,4,1,,,,,,1,7,2,7,1,1,1
3019002,4,1,37,12,1,3,3,2,1,1,1,1,1,2,1,1,1,1,2,2,1,3,5,4,4,4,5,2,4,5,3,1,3,1,1,1,1,2,1,2,2,1,1,2,1,1,2,1,1,2,2,,1,3,2,2,1,6,2,11,1,1,1
3019002,1,1,35,35,3,3,4,3,2,1,1,1,2,2,2,2,2,2,4,3,3,4,5,5,5,5,5,4,4,4,2,3,3,3,3,4,3,3,3,2,2,3,3,3,3,3,2,3,3,3,2,,,,,,1,7,2,10,3,1,1
3019002,5,1,37,37,1,4,1,4,1,1,1,2,3,1,1,1,1,1,2,1,2,3,4,5,4,5,5,3,4,4,1,2,2,3,3,1,1,2,2,3,2,2,3,2,2,2,2,2,2,2,1,1,1,2,2,2,1,6,2,6,1,2,1
3019002,5,,37,50,2,4,,3,4,4,4,4,4,2,2,,2,2,5,,2,3,3,3,4,3,4,3,3,6,1,4,4,4,4,4,4,4,3,3,,3,4,4,4,5,,2,5,4,1,,1,2,2,2,1,6,2,7,1,2,1
3019002,5,1,37,37,2,2,,2,2,2,2,,,2,2,2,2,2,5,2,2,,,,,,1,3,3,6,1,4,2,,,4,4,4,5,3,4,4,4,4,4,4,4,4,4,5,1,2,1,2,4,2,1,7,2,7,1,2,1
3019002,5,1,37,37,1,2,4,5,3,4,3,3,4,5,5,5,2,3,5,4,2,1,1,1,1,1,1,3,2,5,3,5,5,4,5,5,5,5,5,3,4,4,5,5,5,5,3,3,5,5,1,,1,2,4,3,1,6,1,8,1,2,1
3019002,4,1,37,40,3,4,4,4,1,1,1,2,2,3,3,4,4,5,5,4,2,3,4,3,4,3,3,2,4,4,2,5,5,4,5,4,5,4,4,2,2,2,2,3,3,4,3,4,3,4,1,,1,2,2,2,1,6,2,8,1,2,1
3019002,4,1,37,37,1,3,2,3,2,2,2,1,1,2,2,3,2,2,5,2,2,3,4,3,4,3,4,3,5,5,3,2,2,2,3,2,2,3,3,3,2,2,2,3,4,3,3,2,4,,1,,1,2,2,3,1,6,2,8,1,2,1
3019002,4,1,37,46,2,1,4,1,,2,1,1,3,5,5,5,5,5,5,5,5,2,1,2,1,2,1,2,3,4,1,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,1,3,1,3,2,3,1,6,2,8,1,2,1
3019002,4,1,37,50,2,3,4,4,2,2,2,2,2,3,3,4,3,4,5,4,2,3,5,4,2,4,2,2,4,3,1,4,4,3,3,5,5,5,5,2,3,4,4,4,4,3,3,3,3,4,1,,1,3,3,3,1,6,2,8,1,2,1
3019002,3,1,37,7,2,2,2,5,2,2,2,2,4,4,2,3,2,5,5,2,5,1,2,2,2,2,2,2,4,5,2,4,4,4,4,4,4,4,4,2,5,5,5,4,4,4,2,2,4,5,1,,1,2,4,4,1,6,2,8,1,2,1
3019002,5,1,35,48,3,3,2,4,2,1,1,1,2,3,2,4,2,2,3,2,3,3,2,3,3,4,4,3,3,4,3,4,4,4,5,4,4,4,4,3,4,3,3,3,4,4,3,3,4,3,1,,2,,,,1,7,2,9,1,2,1
3019002,1,1,35,35,2,3,2,3,1,1,1,1,1,2,2,2,2,2,2,2,2,3,5,4,4,5,5,3,3,4,3,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,1,2,1,2,1,,1,2,2,2,1,6,2,11,1,2,1
3019002,4,1,35,45,1,2,4,2,1,3,1,1,1,2,2,3,3,3,2,4,2,2,4,4,4,1,5,1,5,4,2,2,3,3,2,2,3,3,2,2,2,2,1,2,2,1,3,3,2,3,2,1,1,3,2,4,1,6,2,13,1,2,1
3019002,1,1,35,35,2,5,2,3,3,2,2,2,1,2,2,3,2,2,2,2,2,5,5,5,5,5,5,5,5,5,2,1,1,1,1,1,2,2,3,3,3,2,2,2,2,2,2,2,1,1,3,1,,,,,1,5,2,10,3,2,1
3019002,1,1,35,35,3,3,4,4,2,2,1,1,1,4,3,4,3,4,2,3,3,2,2,2,2,2,2,4,4,4,2,3,3,3,4,3,4,3,4,1,3,1,4,5,5,5,3,3,2,5,1,3,1,2,4,4,1,6,2,10,3,2,1
3019003,4,1,30,30,3,4,4,3,3,4,2,4,4,3,4,3,3,3,2,3,3,5,5,5,5,5,5,4,4,4,3,4,4,4,4,4,4,,3,3,3,3,3,4,4,3,4,4,4,4,1,,1,3,3,3,2,5,1,7,1,1,1
3019003,5,1,38,38,2,2,4,3,2,2,2,2,3,2,2,3,3,3,3,4,2,3,4,3,3,3,3,3,3,4,3,4,3,3,3,4,4,4,4,3,3,2,2,3,3,3,3,2,3,3,1,3,1,3,3,3,,,,10,1,1,1
3019003,5,1,30,30,2,,,3,2,2,3,3,2,2,2,3,4,,2,,2,3,4,3,4,4,4,3,3,4,2,2,2,2,4,3,3,5,3,4,4,3,2,2,2,2,1,2,2,2,1,1,2,,,,2,7,2,5,1,2,1
3019003,5,1,37,37,1,4,4,4,4,2,2,2,3,5,5,5,5,5,5,5,5,2,3,3,3,3,2,3,3,1,1,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,1,3,1,5,5,5,2,6,2,6,1,2,1
3019003,5,1,37,37,3,3,5,1,3,4,3,3,4,5,5,5,5,5,5,5,5,2,1,2,2,2,1,4,4,1,1,5,5,5,5,5,5,5,4,2,3,4,4,,,,5,5,5,5,2,2,1,4,4,4,2,7,4,6,1,2,1
3019003,5,1,37,37,2,2,,2,3,3,3,3,4,2,2,3,4,4,3,3,3,1,2,3,2,2,3,2,2,1,3,4,4,4,4,4,4,4,4,2,2,2,3,4,4,4,4,4,4,4,1,,1,4,4,4,2,9,4,6,1,2,1
3019003,5,1,18,18,3,4,4,4,3,3,2,2,4,3,3,4,4,4,2,4,3,3,3,4,3,4,4,4,4,2,3,4,4,4,4,4,4,4,4,2,4,4,3,4,4,4,3,4,4,4,1,,3,4,3,4,2,5,1,7,1,2,1
3019003,5,1,37,37,2,3,4,5,4,4,4,4,2,4,5,5,5,5,5,4,4,3,3,3,3,3,3,2,3,1,3,5,5,5,5,5,5,5,5,1,3,3,3,5,5,5,5,5,5,5,1,,2,,,,2,5,2,8,1,2,1
3019003,5,1,30,30,2,3,3,3,1,1,1,1,4,3,2,2,3,3,2,2,2,3,4,3,4,4,4,3,4,1,4,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,1,,2,,,,2,5,1,10,1,2,1
3019003,4,1,26,30,2,1,5,2,1,1,1,1,1,4,4,4,4,4,2,3,3,2,4,2,3,2,2,4,2,2,3,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,2,2,4,1,2,1,2,2,4,2,4,2,10,1,2,1
3019003,5,1,30,30,2,3,3,3,2,2,2,2,4,3,2,3,3,3,2,3,2,3,4,4,4,4,5,2,2,2,3,4,4,4,4,4,4,4,3,2,4,4,3,4,4,4,4,3,3,4,1,1,,,,,2,6,2,10,1,2,1
3019003,5,1,28,5,2,4,4,5,3,2,2,1,4,3,2,3,4,4,4,4,3,2,3,3,3,3,3,2,5,4,3,4,4,4,4,4,4,4,4,1,2,3,3,3,3,3,4,3,4,4,1,1,1,2,3,3,2,6,2,10,1,2,1
3019003,5,1,37,37,1,3,3,4,2,2,1,1,4,2,2,2,4,4,3,3,2,4,5,5,5,5,5,3,4,1,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,3,2,2,3,2,6,2,12,1,2,1
3019003,3,2,15,20,2,4,4,2,1,1,1,1,1,1,1,1,1,1,1,4,1,5,5,5,5,5,5,4,4,4,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,8,3,12,1,2,1
3019003,5,1,37,,3,4,4,3,4,4,4,4,4,3,4,4,5,5,3,5,5,1,4,1,1,1,2,3,3,2,5,4,4,4,5,5,5,5,5,3,3,4,3,5,5,,,,5,5,1,,1,3,4,4,1,6,2,8,3,8,5
3019004,5,1,35,35,2,3,2,3,1,1,1,1,4,2,1,2,1,1,3,3,1,5,5,5,5,5,5,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,2,7,3,7,1,,1
3019004,5,1,35,35,1,3,3,2,2,3,2,2,3,2,3,2,1,2,5,3,1,3,4,3,5,5,5,4,4,4,2,2,2,3,3,2,3,3,2,2,1,3,4,3,3,3,3,3,3,2,1,3,3,5,5,5,2,5,2,8,1,1,1
3019004,3,1,35,35,2,1,4,3,2,3,2,3,4,2,2,3,2,2,5,,3,2,3,3,3,2,4,2,4,5,2,3,2,2,3,3,3,4,4,3,2,2,3,4,3,2,2,1,2,3,2,,1,,,,1,6,2,8,1,1,1
3019004,1,1,21,21,1,2,4,4,1,1,1,2,4,2,4,4,2,2,5,3,2,3,4,4,4,3,4,4,4,4,2,3,4,4,4,3,3,3,3,3,2,2,2,3,3,3,3,3,3,2,1,,2,,,,1,5,1,4,1,2,1
3019004,3,1,16,16,1,2,4,4,3,3,3,3,4,2,4,4,2,4,2,4,2,3,3,3,3,3,3,4,4,4,3,2,2,2,4,4,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,3,,,,,2,7,1,4,1,2,1
3019004,,1,27,27,1,2,4,4,1,1,1,2,4,2,4,4,2,3,5,4,1,3,4,5,4,4,4,4,4,4,2,3,3,4,4,3,3,4,3,3,2,2,2,4,4,3,2,4,4,4,2,,2,,,,2,6,2,6,1,2,1
3019004,4,3,35,35,2,2,2,3,2,2,2,2,4,4,3,3,1,3,5,2,2,3,5,3,3,5,4,4,4,5,3,2,2,4,4,2,3,4,3,2,1,1,1,2,2,,1,2,3,3,2,,1,1,2,4,2,6,2,6,1,2,1
3019004,4,1,35,35,3,2,2,3,2,2,2,1,4,1,2,3,1,2,3,2,1,3,4,5,5,5,5,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,,,,,,2,6,2,7,1,2,1
3019004,5,1,35,35,2,2,5,1,2,2,2,2,2,2,2,2,2,2,4,4,1,3,4,1,4,3,3,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,,,,2,6,2,7,1,2,1
3019004,4,1,24,24,2,4,3,4,1,1,1,1,4,2,2,3,2,3,5,3,1,5,5,5,4,4,5,4,4,4,2,2,2,2,2,2,2,2,3,2,2,2,3,3,1,1,2,2,2,2,2,,1,3,3,3,2,6,2,7,1,2,1
3019004,5,1,37,37,2,3,,4,1,1,1,1,1,2,2,2,2,2,5,,1,5,5,5,5,5,5,3,5,4,2,2,2,2,5,3,3,3,3,3,1,2,1,3,3,2,3,1,3,2,2,,1,4,3,3,2,6,3,7,1,2,1
3019004,5,1,37,37,3,2,3,3,3,3,3,3,4,2,2,3,2,3,4,3,2,5,5,5,5,5,5,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,7,3,7,1,2,1
3019004,3,1,37,37,,2,2,1,1,2,1,1,4,2,1,2,2,2,5,2,2,5,5,5,5,5,5,2,4,4,4,2,2,2,2,2,3,4,2,,,,,,,,,,,,,,,,,,2,8,2,8,1,2,1
3019004,3,1,35,35,3,3,3,,2,2,2,2,2,1,2,2,2,2,2,2,2,5,5,5,5,5,5,3,3,4,3,1,1,1,1,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,1,1,1,3,3,3,2,7,2,7,1,2,5
3019005,5,1,37,47,2,2,3,3,2,2,2,2,2,3,2,2,2,3,4,3,3,1,4,3,4,3,2,3,4,4,2,3,3,3,3,2,2,3,3,2,3,2,2,3,2,2,2,2,2,2,1,,1,2,2,3,2,7,3,,,,
3019005,1,1,38,38,2,5,4,1,1,1,1,1,4,1,1,1,1,2,3,4,1,3,5,3,5,3,5,2,5,5,3,4,4,4,4,4,4,4,4,4,3,3,3,5,5,5,4,3,3,4,1,,1,2,,,2,2,,6,1,1,1
3019005,5,1,37,46,1,3,3,1,1,2,1,2,1,4,3,3,2,3,5,,4,3,3,3,3,3,2,4,4,,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,2,1,,1,2,3,3,2,5,1,6,1,1,1
3019005,5,1,33,35,1,3,2,5,1,1,,2,4,2,2,2,1,2,5,2,1,5,3,4,3,3,3,2,4,4,3,4,4,4,4,4,4,4,3,2,3,2,2,4,4,4,4,2,3,3,1,1,1,3,3,3,2,5,1,6,1,1,1
3019005,3,1,38,38,2,3,2,2,1,2,2,1,1,2,2,2,2,2,4,2,2,4,5,4,5,5,5,4,4,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,1,2,,2,2,6,1,6,1,1,1
3019005,2,1,40,40,2,3,3,3,1,2,2,1,1,3,2,3,4,4,2,3,2,2,3,3,4,5,4,3,4,3,2,4,3,3,4,2,2,3,3,2,3,3,3,4,4,3,2,3,3,4,1,,1,2,3,3,2,6,2,11,1,1,1
3019005,5,1,44,44,1,2,,3,3,1,1,1,4,1,3,3,2,4,5,4,1,3,4,4,4,4,4,2,5,4,1,5,5,3,5,5,3,5,4,2,3,3,3,3,3,3,4,3,3,3,1,3,1,1,1,1,2,5,1,7,3,1,1
3019005,5,1,23,27,2,,1,2,,3,1,2,4,2,,,1,,3,,1,4,5,,,3,,4,5,5,3,3,,,,3,,,3,1,2,2,1,3,,,4,2,,2,2,,1,1,2,,2,9,4,4,1,2,1
3019005,3,1,33,33,1,1,2,3,1,1,1,1,4,1,1,2,4,4,4,3,1,3,5,5,3,3,5,4,4,3,3,4,4,4,4,4,4,4,4,2,3,3,3,3,3,2,2,3,2,3,1,,1,2,4,4,1,5,1,5,1,2,1
3019005,2,1,34,34,1,2,,2,2,3,2,2,1,2,2,4,5,5,5,5,1,4,5,5,5,5,5,4,4,4,3,5,5,5,,5,5,,5,4,4,1,4,,,,,,,5,1,,1,5,,,2,7,2,5,1,2,1
3019005,5,1,37,37,2,3,2,3,1,1,1,1,1,,2,2,2,2,4,2,2,5,5,5,5,5,5,4,4,6,3,2,,4,4,,,4,3,3,,2,2,2,2,4,3,2,2,2,1,1,1,2,2,2,2,8,4,5,1,2,1
3019005,2,1,39,45,2,1,2,3,1,2,2,2,2,3,3,3,4,4,5,2,1,2,5,3,4,4,4,3,4,3,4,5,4,3,5,4,4,4,4,2,3,3,4,4,4,3,4,4,4,3,1,2,1,,,,2,6,2,9,1,2,1
3019005,5,1,44,44,2,2,2,4,2,1,1,1,4,2,2,3,2,3,5,2,2,3,4,4,5,3,5,3,4,,3,3,4,3,5,4,4,5,3,2,3,3,3,4,4,3,4,3,4,3,1,3,1,2,3,3,2,8,2,9,1,2,1
3019005,5,1,30,30,1,3,3,3,1,1,1,1,1,1,1,1,1,2,4,3,1,3,5,3,3,3,4,3,3,5,2,3,2,3,3,3,3,3,2,3,3,1,1,2,3,2,3,3,3,1,3,,1,1,2,3,2,4,2,5,1,1,5
3019005,4,1,38,38,1,3,3,3,2,1,1,1,1,1,1,2,1,2,4,3,1,3,5,3,5,3,4,3,3,5,3,3,2,3,3,3,3,3,2,3,3,1,1,2,3,2,3,3,3,1,1,,1,1,2,3,2,6,1,6,1,2,5
3020002,1,2,10,10,2,4,2,2,2,3,2,1,4,3,3,2,2,2,2,2,3,4,5,5,5,5,5,4,4,1,2,2,2,2,3,3,2,3,3,,2,2,3,2,2,2,2,3,2,2,3,,,,,,2,1,1,1,1,2,1
3020003,3,1,35,35,5,5,4,3,3,1,1,1,4,4,2,4,2,4,5,4,4,2,2,4,2,4,2,5,5,6,1,2,4,3,3,2,2,2,4,2,3,4,4,4,4,,2,,,3,3,3,1,2,2,2,2,6,2,8,1,1,1
3020003,5,1,36,40,1,1,4,3,1,2,1,1,1,4,2,2,1,2,2,4,4,2,2,2,2,2,2,2,5,4,3,2,3,2,2,4,3,3,4,2,2,3,2,3,3,4,2,2,2,3,1,3,1,3,,2,2,5,2,11,1,1,1
3020003,3,3,36,48,1,1,2,2,1,2,1,1,2,3,1,3,2,2,3,3,2,3,5,5,4,4,5,3,4,3,2,3,2,3,2,2,2,2,2,1,2,2,2,3,2,3,2,2,4,3,3,,1,,3,3,2,6,2,11,1,1,1
3020003,4,1,40,50,1,1,2,1,1,2,1,1,1,1,1,1,4,2,3,3,1,4,5,4,4,3,5,1,5,1,2,3,2,2,1,2,2,2,1,2,1,1,2,1,2,2,2,1,2,2,3,3,1,3,3,4,1,5,2,13,1,1,1
3020003,4,3,40,45,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,3,2,7,2,13,1,1,1
3020003,3,1,37,40,1,4,2,4,1,2,1,1,1,1,1,2,3,2,3,2,1,2,3,3,4,3,5,1,4,1,3,4,4,4,4,4,4,4,4,4,3,2,3,4,4,3,3,3,3,3,3,,1,,,,1,5,2,12,12,1,1
3020003,3,1,37,37,,,,3,1,1,1,1,3,2,2,2,2,2,2,2,2,3,4,3,5,5,5,4,4,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,,,2,6,2,9,1,2,1
3020003,5,1,36,36,1,1,3,1,2,1,1,1,2,4,2,4,2,4,1,3,4,1,3,1,4,3,4,1,4,2,2,2,2,4,2,4,4,4,3,4,2,1,1,4,2,4,2,2,2,2,1,1,1,1,1,1,2,6,2,11,1,2,1
3020003,1,3,40,40,1,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,5,5,5,5,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,,1,1,,,1,4,2,11,6,1,2
3022001,4,1,16,,2,3,2,,1,,,1,1,1,1,1,2,2,,2,1,5,3,3,5,5,5,3,3,,,2,2,2,2,2,2,2,,3,2,2,2,2,2,2,2,2,2,2,3,3,4,2,2,2,2,4,2,2,9,,
3022001,4,1,39,42,2,3,3,4,2,2,2,3,4,2,2,2,2,2,4,3,2,3,5,5,4,4,5,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,,2,,,,2,4,1,5,1,1,1
3022001,2,2,4,8,3,4,2,2,3,3,2,1,4,3,2,3,2,2,2,3,2,4,5,4,4,5,5,5,5,2,3,1,1,1,1,1,1,2,3,3,2,2,3,2,1,1,2,2,1,1,3,,,,,,2,2,1,1,1,2,1
3022001,2,2,4,8,3,4,2,2,3,3,2,2,3,4,4,3,2,3,2,2,3,4,5,4,4,5,5,4,5,2,2,2,5,2,2,2,2,2,2,2,3,2,3,2,2,2,3,2,2,1,3,1,,,,,2,2,1,1,1,2,1
3022001,3,2,4,4,2,3,3,4,2,4,1,2,4,5,2,5,3,3,4,3,4,3,5,4,4,4,4,4,4,1,1,3,5,4,4,5,4,5,5,3,4,2,5,3,4,4,3,3,3,3,3,,,,,,2,4,1,1,1,2,1
3022001,4,1,12,12,2,3,4,4,3,3,3,3,4,3,3,3,3,2,4,4,3,4,5,,,5,5,4,5,2,3,1,1,1,2,2,3,3,3,3,3,3,3,1,1,1,2,2,2,1,3,3,2,,,,2,5,2,2,1,2,1
3022001,2,1,16,16,2,3,3,3,4,3,2,3,4,3,2,3,2,2,2,3,2,3,5,5,5,5,5,5,5,2,2,2,2,2,3,4,4,4,3,3,3,3,3,2,3,3,2,2,3,2,2,,,,,,2,3,1,3,1,2,1
3022001,2,1,4,4,2,4,3,2,2,2,2,1,2,2,2,2,1,3,2,3,2,3,5,4,5,5,5,4,4,2,3,2,3,2,2,3,3,,3,2,2,2,2,2,1,1,2,2,2,2,3,,,,,,2,3,1,1,9,6,1
3022001,3,1,16,0,2,4,2,1,2,2,2,4,3,2,2,2,2,2,4,2,2,4,5,4,5,5,5,5,5,1,1,1,2,2,2,2,2,2,2,2,4,2,2,2,2,4,2,4,5,2,3,2,2,,,,2,4,2,2,9,6,1
3022004,3,1,22,26,2,4,2,4,1,1,1,1,1,2,2,2,2,2,2,2,1,5,5,5,5,5,5,5,5,2,3,2,2,2,2,3,3,3,2,2,2,2,2,2,3,3,2,2,2,2,1,3,1,2,2,2,2,6,2,,,,
3022004,3,1,22,,,4,3,3,1,1,1,2,1,2,2,2,2,2,2,2,2,4,5,4,5,4,5,3,4,1,3,2,2,3,3,3,3,3,3,2,3,2,2,2,2,,2,2,2,2,1,,2,,,,2,7,2,6,1,2,
3022004,5,1,37,40,1,2,5,3,1,3,1,1,3,2,2,2,5,4,5,5,2,3,4,2,1,2,2,1,4,3,1,1,1,1,1,4,2,3,3,2,2,3,1,2,3,2,1,1,1,2,1,1,1,1,5,1,2,6,2,,1,2,1
3022004,3,1,20,23,3,4,3,4,2,2,1,1,2,2,2,2,4,4,4,3,2,4,4,5,5,4,5,2,4,5,1,4,4,4,3,4,4,3,4,2,2,2,2,2,2,2,3,4,2,2,2,,1,2,1,1,1,8,3,4,1,2,1
3022004,3,1,22,22,2,4,4,2,2,2,2,1,4,3,2,3,2,2,3,4,3,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,2,,,,2,7,4,5,1,2,1
3022004,3,1,22,23,3,3,4,,1,1,1,1,1,2,1,2,2,2,2,3,2,4,5,5,5,5,5,5,5,3,3,2,3,3,3,2,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,,,,,2,8,4,6,1,2,1
